-2.194971130102636003e+00,2.850055446324926578e+00,1.000000000000000000e+00
-1.662696441885044285e+00,-6.406446035352777457e-01,1.000000000000000000e+00
-2.181536290078570417e+00,9.455056303609594703e-01,1.000000000000000000e+00
-2.241996855803733535e+00,1.697457195023045040e+00,1.000000000000000000e+00
-2.109455721766906766e+00,-1.916837790157357890e+00,0.000000000000000000e+00
-1.754968736396588680e+00,2.656649067506330120e+00,1.000000000000000000e+00
-2.330913668140334405e+00,3.529662132726972601e+00,1.000000000000000000e+00
-1.688126015916523448e+00,-2.027954250412284942e-01,1.000000000000000000e+00
-2.435143253695002841e+00,-2.962455744667210400e+00,0.000000000000000000e+00
-1.893619574804761285e+00,2.521872796456014587e+00,1.000000000000000000e+00
-2.000802258902736774e+00,-1.516963931925837450e+00,0.000000000000000000e+00
-1.700752310207946261e+00,3.324954600444775643e+00,1.000000000000000000e+00
-1.938369528495468064e+00,3.512237933955907998e+00,1.000000000000000000e+00
-1.806377374430759186e+00,1.817574626671798033e+00,1.000000000000000000e+00
-2.070263101252723281e+00,2.655613081833357203e+00,1.000000000000000000e+00
-2.169019131421864977e+00,1.430499229599018651e+00,1.000000000000000000e+00
-1.521656703619350903e+00,2.051132497806266386e+00,1.000000000000000000e+00
-1.688361127291928554e+00,-1.821613589569213376e+00,0.000000000000000000e+00
-2.083419018710727322e+00,2.912682414049516222e+00,1.000000000000000000e+00
-1.418131681942137678e+00,1.695859334771828486e+00,1.000000000000000000e+00
-2.426130543195951450e+00,2.779243322517321424e+00,1.000000000000000000e+00
-1.783419419314778098e+00,-2.141653534236901635e+00,0.000000000000000000e+00
-2.298654971670786917e+00,-2.787889159093679847e+00,0.000000000000000000e+00
-2.034222359293271776e+00,-1.582810909795137722e+00,0.000000000000000000e+00
-1.937889104885953673e+00,-1.474597786114994591e+00,0.000000000000000000e+00
-2.343354409799281779e+00,2.584304767342430864e+00,1.000000000000000000e+00
-1.955458245031564957e+00,1.754172387168290159e+00,1.000000000000000000e+00
-1.633907016438651549e+00,-6.580763958806736813e-01,0.000000000000000000e+00
-1.077514264501927110e+00,1.145913393674460323e-01,0.000000000000000000e+00
-2.054070605665302196e+00,1.469619486062473168e+00,1.000000000000000000e+00
-1.605074533873072307e+00,2.402827410070466740e+00,1.000000000000000000e+00
-1.428506331821584707e+00,7.727714837696231243e-01,1.000000000000000000e+00
-1.671221549282665642e+00,4.122066728722371565e+00,1.000000000000000000e+00
-2.239121427790697005e+00,-2.226743960577368231e+00,0.000000000000000000e+00
-1.868849214659620728e+00,1.650155424647326674e+00,1.000000000000000000e+00
-2.380420294402353587e+00,2.993197866654695005e+00,1.000000000000000000e+00
-1.999780669687524437e+00,-2.035451794510700463e+00,0.000000000000000000e+00
-1.523795798234512500e+00,-1.549400649259808915e+00,0.000000000000000000e+00
-2.229243896452921092e+00,-2.686093995960567860e+00,0.000000000000000000e+00
-2.446048027371845457e+00,2.350596037254530479e+00,1.000000000000000000e+00
-1.247233195938094674e+00,-9.024210358678486088e-02,0.000000000000000000e+00
-2.673773998717217104e+00,-3.591076423599776302e+00,0.000000000000000000e+00
-2.198685839756728377e+00,-2.447162653235907204e+00,0.000000000000000000e+00
-1.956623823139871376e+00,-2.714742285422890866e+00,0.000000000000000000e+00
-1.697895329939547615e+00,2.229949645989384166e-01,1.000000000000000000e+00
-2.285266269159409447e+00,3.161101709151071582e+00,1.000000000000000000e+00
-1.928539959420651373e+00,2.404992266759477637e+00,1.000000000000000000e+00
-2.215665796104423713e+00,1.154346397888711628e+00,1.000000000000000000e+00
-1.583921633162112652e+00,-1.232786684233873942e+00,0.000000000000000000e+00
-2.415708402077264783e+00,-2.609495262730032294e+00,0.000000000000000000e+00
-2.679702644911186482e+00,-2.353642440993797713e+00,0.000000000000000000e+00
-2.357517686413070468e+00,-2.793335644503001536e+00,0.000000000000000000e+00
-2.308589834100557514e+00,3.824053129977910803e+00,1.000000000000000000e+00
-1.909342876694802849e+00,2.974900824551120593e+00,1.000000000000000000e+00
-2.715869933958066085e+00,-3.314505311139002597e+00,0.000000000000000000e+00
-2.072466335546576666e+00,-1.962021180987075120e+00,0.000000000000000000e+00
-2.114590160528322382e+00,-2.047249488811551998e+00,0.000000000000000000e+00
-2.084783678368844040e+00,2.494701813513100053e+00,1.000000000000000000e+00
-1.795644273793102430e+00,9.925982191820839073e-01,1.000000000000000000e+00
-1.545995543830563257e+00,1.674679826192212451e+00,1.000000000000000000e+00
-1.241761565451709348e+00,-1.163067722206667653e-01,0.000000000000000000e+00
-1.863639575777458202e+00,-1.938815635165150209e+00,0.000000000000000000e+00
-2.131109501831692565e+00,-1.349297632327868257e-01,1.000000000000000000e+00
-1.955445132183567747e+00,3.798777363436531385e+00,1.000000000000000000e+00
-1.920729514001943361e+00,-1.333339766698509177e+00,0.000000000000000000e+00
-1.917488966335755940e+00,1.604978254636854285e+00,1.000000000000000000e+00
-1.877809532563900596e+00,8.204142345774887435e-01,1.000000000000000000e+00
-2.693955595690626925e+00,-3.585573716553095203e+00,0.000000000000000000e+00
-2.043730906098761402e+00,3.411882281896497560e+00,1.000000000000000000e+00
-1.685374535276724206e+00,-1.540260725855818524e+00,0.000000000000000000e+00
-2.159715866922617522e+00,2.006308093104372858e+00,1.000000000000000000e+00
-2.136760223179970719e+00,-2.469633665767669406e+00,0.000000000000000000e+00
-2.053111792243812239e+00,3.032407950391767137e+00,1.000000000000000000e+00
-2.467571105559968281e+00,4.201363034330425350e+00,1.000000000000000000e+00
-1.921228030935898889e+00,-2.019687601238446373e+00,0.000000000000000000e+00
-1.692222407456090760e+00,3.011422401894098488e+00,1.000000000000000000e+00
-1.982627536507879373e+00,2.022085914429310627e+00,1.000000000000000000e+00
-2.489086019917555959e+00,-2.881360260630653425e+00,0.000000000000000000e+00
-1.824557975231326346e+00,-1.892000462941507255e+00,0.000000000000000000e+00
-1.619810859886749554e+00,4.089386972221475958e-01,1.000000000000000000e+00
-2.129003973043453790e+00,-2.366220676786921828e+00,0.000000000000000000e+00
-1.951568152145167323e+00,2.825888781526334714e+00,1.000000000000000000e+00
-2.058406752602442769e+00,-2.662455714405258078e+00,0.000000000000000000e+00
-2.122497951071142364e+00,-2.411111315605853456e+00,0.000000000000000000e+00
-2.309774576777101629e+00,-2.762753407470268652e+00,0.000000000000000000e+00
-2.008368701296227243e+00,2.620787678617286343e+00,1.000000000000000000e+00
-2.558322160670681633e+00,-3.287653776841245268e+00,0.000000000000000000e+00
-2.514820281305946370e+00,-3.625900207845083933e+00,0.000000000000000000e+00
-2.069031698520487517e+00,-6.684303713362060861e-02,1.000000000000000000e+00
-2.049717755454071533e+00,-2.510402336786538235e+00,0.000000000000000000e+00
-2.281967754461419418e+00,-2.438157573332364159e+00,0.000000000000000000e+00
-2.228150253752293697e+00,-2.302543128216956614e+00,0.000000000000000000e+00
-2.231726650099332243e+00,4.810763002550221934e+00,1.000000000000000000e+00
-1.348295768958217788e+00,1.165112495205695264e+00,1.000000000000000000e+00
-2.802821086800416417e+00,-2.799785748853893530e+00,0.000000000000000000e+00
-1.917396164687182436e+00,-2.348477146361840795e+00,0.000000000000000000e+00
-2.342920302202140093e+00,2.244640136768357497e+00,1.000000000000000000e+00
-2.011523154390273405e+00,-1.589685098319266077e+00,0.000000000000000000e+00
-1.927420855337950156e+00,2.770102742117229511e+00,1.000000000000000000e+00
-1.858792299680175564e+00,-1.607172412539008111e+00,0.000000000000000000e+00
-2.001119719435360267e+00,-2.889824638648805788e+00,0.000000000000000000e+00
-1.591318100509092837e+00,-9.475459842441198433e-01,0.000000000000000000e+00
-1.444475244704105599e+00,-1.169464855694757777e+00,0.000000000000000000e+00
-1.960274367002416973e+00,1.744867054811034102e+00,1.000000000000000000e+00
-2.377343377714445261e+00,-2.596352264217818728e+00,0.000000000000000000e+00
-1.204253648264917098e+00,-2.935249839945575090e-02,0.000000000000000000e+00
-1.931700327812046369e+00,3.825158419715872782e-01,1.000000000000000000e+00
-1.463348248797781581e+00,1.794096515520283486e+00,1.000000000000000000e+00
-1.924824284968091437e+00,-2.234213548251489101e+00,0.000000000000000000e+00
-2.294771508410656580e+00,3.498748482420975137e+00,1.000000000000000000e+00
-2.411382146160739648e+00,-2.893899649181996825e+00,0.000000000000000000e+00
-1.401236952463284835e+00,-5.980547899229875508e-01,0.000000000000000000e+00
-1.805928617035808426e+00,-1.877562093340333416e+00,0.000000000000000000e+00
-2.586772142942459496e+00,-2.949195183766362582e+00,0.000000000000000000e+00
-1.840968765014339148e+00,3.621607521935319429e-01,1.000000000000000000e+00
-1.900839281124529156e+00,2.056626372105182732e+00,1.000000000000000000e+00
-1.375947679587488093e+00,-1.567930139947393942e+00,0.000000000000000000e+00
-1.705522168449428833e+00,1.957841187512198378e+00,1.000000000000000000e+00
-1.509635534786982980e+00,1.686798598802235372e+00,1.000000000000000000e+00
-2.138150947656164647e+00,-2.404226457418697116e+00,0.000000000000000000e+00
-2.020248479558877097e+00,-2.203699790606467257e+00,0.000000000000000000e+00
-1.906081897851731544e+00,2.346442490348531695e+00,1.000000000000000000e+00
-1.905639735618879227e+00,2.918874996070690564e+00,1.000000000000000000e+00
-1.455512102239996608e+00,-7.512726626599126600e-01,0.000000000000000000e+00
-2.241737558712147749e+00,-4.146304322611347182e-01,1.000000000000000000e+00
-1.783603753842849970e+00,1.343231828731124011e+00,1.000000000000000000e+00
-1.996588966297494050e+00,-2.610140015463668917e+00,0.000000000000000000e+00
-2.849492989903845253e+00,-4.202149353105157026e+00,0.000000000000000000e+00
-2.117127998030981839e+00,-2.441187661184514912e+00,0.000000000000000000e+00
-1.378846900029017775e+00,2.686840392271152567e-01,1.000000000000000000e+00
-2.641989870644485094e+00,2.365472943145172202e+00,1.000000000000000000e+00
-2.127901984688254533e+00,-2.196991820597271605e+00,0.000000000000000000e+00
-1.890900490031709902e+00,-1.497064769043284560e+00,0.000000000000000000e+00
-1.602221365870315939e+00,-1.168981777966408675e+00,0.000000000000000000e+00
